PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,"FRONT CT
TOUCHES","TIME OF
POSS","AVG SEC PER
TOUCH","AVG DRIB PER
TOUCH","PTS PER
TOUCH","ELBOW
TOUCHES","POST
UPS","PAINT
TOUCHES","PTS PER
ELBOW TOUCH","PTS PER
POST TOUCH","PTS PER
PAINT TOUCH",Year
Adreian Payne,MIN,32,7,25,23.1,6.7,39.3,19.4,1.1,1.73,0.44,0.169,3.3,1.9,3.3,0.327,0.344,0.648,15
Brandon Davies,PHI,27,6,21,15.7,5.3,31.1,18.1,0.7,1.44,0.34,0.169,3.1,1.5,3.2,0.289,0.4,0.552,15
Ekpe Udoh,LAC,33,24,9,3.9,0.9,5.2,2.7,0.2,1.83,0.6,0.169,0.5,0.6,0.5,0.867,0.3,0.706,15
Greivis Vasquez,TOR,82,49,33,24.3,9.5,56,22,5,5.37,4.72,0.169,0.2,0.2,0.4,0.1,0.1,0.182,15
Henry Walker,MIA,24,12,12,26.1,7.3,43.3,24.9,1.1,1.57,0.55,0.169,0.7,0.2,0.7,0.375,0.6,0.353,15
Marcus Smart,BOS,67,35,32,27,7.8,46.1,21.6,2.9,3.84,3.49,0.169,0.7,0.1,1,0.222,0.1,0.657,15
Travis Wear,NYK,50,7,43,13,3.7,22,16.6,0.8,2.06,0.73,0.169,1.9,0.5,1.1,0.215,0.222,0.679,15
Sebastian Telfair,OKC,16,4,12,20.4,8.4,50,21.1,4.3,5.21,4.91,0.168,0.3,0.2,0.3,0,0,0.2,15
Jameer Nelson,DEN,63,25,38,22.3,8.3,49.8,18.3,4.1,4.92,5.08,0.167,0.4,0,0.6,0.261,0,0.487,15
Trey Burke,UTA,76,35,41,30.1,12.8,77.3,36.7,5.5,4.29,4.29,0.166,0.6,0,0.4,0.5,0,1,15
Cole Aldrich,NYK,60,11,49,16,5.6,33.9,16.3,0.9,1.63,0.27,0.165,4.4,5.2,5,0.189,0.284,0.635,15
Lance Stephenson,CHA,61,23,38,25.8,8.2,49.8,37.8,2.9,3.49,2.63,0.165,0.5,0.2,0.9,0.545,0,0.887,15
Ognjen Kuzmic,GSW,16,13,3,4.5,1.3,7.6,4.4,0.2,1.67,0.27,0.165,0.7,1.1,1.1,0.364,0.118,0.556,15
Boris Diaw,SAS,81,55,26,24.5,8.7,53.4,34,1.6,1.8,0.81,0.164,1.8,4.2,2.6,0.232,0.433,0.638,15
Chuck Hayes,TOR,29,17,12,8.8,1.7,10.5,5.2,0.2,1.35,0.36,0.164,1.3,0.2,2.2,0.5,0,0.688,15
Cory Joseph,SAS,79,53,26,18.3,6.8,41.3,20,2.8,4.01,4.16,0.164,0.5,0,0.9,0.447,0,0.787,15
Beno Udrih,MEM,79,55,24,18.9,7.7,47.1,17.9,3.8,4.83,4.98,0.163,0.6,0.1,0.8,0.5,0.4,0.59,15
Greg Stiemsma,TOR,17,13,4,3.9,0.8,5.1,2.6,0.1,1.49,0.3,0.163,0.5,0,1,0,0,0.588,15
Trevor Booker,UTA,79,37,42,19.8,7.2,43.9,28.3,1.2,1.71,0.48,0.163,4.1,1.3,4,0.222,0.369,0.691,15
Ish Smith,PHI,55,24,31,15.1,6.1,38,13.2,3.2,5.07,5.18,0.162,0.1,0,0.5,0.75,2,0.72,15
Joey Dorsey,HOU,68,47,21,12.5,2.7,16.7,7.4,0.4,1.52,0.47,0.162,1.3,0.4,3.3,0.36,0.448,0.596,15
Udonis Haslem,MIA,61,30,31,16.1,4.2,25.8,15.1,0.7,1.55,0.4,0.162,2.8,0.3,3.6,0.256,0.222,0.614,15
Mario Chalmers,MIA,79,35,44,29.6,10.2,63.5,30.6,4.5,4.26,3.98,0.161,0.7,0.1,0.6,0.423,0.625,0.702,15
Noah Vonleh,CHA,25,8,17,10.3,3.3,20.6,8.5,0.6,1.62,0.52,0.161,1,1.1,2.1,0.346,0.321,0.755,15
Kevin Garnett,MIN,47,20,27,20.3,6.9,42.8,20.9,1,1.37,0.24,0.16,2.3,2.1,3.5,0.273,0.515,0.518,15
Brian Roberts,CHA,72,30,42,18.5,6.7,41.8,17.3,3.4,4.83,4.8,0.159,0.3,0,0.2,0.333,0,0.643,15
Andre Roberson,OKC,67,41,26,19.2,3.4,21.6,15.9,0.6,1.71,0.57,0.158,0.4,0.1,1.7,0.444,0,0.586,15
Earl Barron,PHX,16,5,11,8.9,2,12.7,6.9,0.3,1.47,0.33,0.158,1.3,0.3,1.4,0.381,0,0.304,15
Patrick Beverley,HOU,56,35,21,30.8,10.1,64.2,24.7,4.1,3.87,3.5,0.158,0.4,0,1.1,0.136,0,0.159,15
Jorge Gutierrez,MIL,20,10,10,8.7,2.7,16.9,7.6,1.2,4.09,3.75,0.157,0.4,0,0.6,0.571,0,1.083,15
Shelvin Mack,ATL,55,37,18,15.1,5.4,34.6,18.5,2.3,3.91,3.71,0.157,0.3,0.1,0.2,0.929,0,0.846,15
Evan Turner,BOS,82,40,42,27.6,9.5,61.2,26.3,4.6,4.55,4.01,0.155,0.9,0.6,1,0.431,0.519,0.675,15
Ray McCallum,SAC,68,22,46,21.1,7.4,47.6,17.2,4,5.06,5.27,0.155,0.7,0,1.3,0.52,0.667,0.659,15
Nicolas Batum,POR,71,43,28,33.5,9.4,60.8,39.1,2.4,2.35,1.4,0.154,1.1,0.2,1.1,0.267,0.125,0.692,15
John Salmons,NOP,21,9,12,12.8,2,13.1,9.6,0.5,2.39,1.07,0.153,0.3,0.2,0.2,0,0,0,15
Nazr Mohammed,CHI,23,13,10,5.6,1.2,7.7,4.2,0.2,1.81,0.44,0.153,0.9,0.3,0.9,0.19,0,0.75,15
Robbie Hummel,MIN,44,5,39,16.7,4.3,28.1,14.5,0.8,1.66,0.55,0.153,0.6,0.3,1.4,0.5,0,0.839,15
Channing Frye,ORL,75,23,52,24.9,7.3,48.7,24.1,1.1,1.29,0.22,0.15,0.7,0.7,0.6,0.12,0.407,0.468,15
Cody Zeller,CHA,62,27,35,24,7.6,50.6,24.8,1.2,1.39,0.42,0.15,2.8,0.5,3.6,0.331,0.061,0.659,15
Lou Amundson,NYK,52,17,35,17.7,4.9,32.8,16.9,0.9,1.63,0.48,0.149,3.5,4.1,4.5,0.326,0.166,0.582,15
Andrew Bogut,GSW,67,58,9,23.6,6.3,42.5,24.2,1.4,1.96,0.71,0.148,2.8,3,5.8,0.384,0.24,0.803,15
Jordan Farmar,LAC,36,23,13,14.7,4.6,31.3,12.1,2.6,4.9,4.45,0.148,0.1,0,0.1,0,0,0,15
Ramon Sessions,WAS,64,26,38,18.6,6.3,44.1,17.1,3.7,5.02,4.6,0.143,0.6,0,0.7,0.41,0,0.548,15
Joe Ingles,UTA,79,36,43,21.2,5,35.3,26.7,1.5,2.51,1.47,0.142,0.4,0,0.2,0.3,0.667,0.333,15
John Lucas III,DET,21,8,13,12.9,4.7,32.9,10.9,3.5,6.32,6.78,0.142,0.1,0,0.2,0,0,0,15
Kendrick Perkins,CLE,68,38,30,16.9,3.6,25.7,13.1,0.8,1.88,0.4,0.141,2.1,1.6,3.9,0.303,0.464,0.576,15
Kirk Hinrich,CHI,66,37,29,24.4,5.7,40.5,21.1,3,4.38,4.24,0.141,0.2,0,0.2,0.909,0,0.692,15
Shavlik Randolph,PHX,21,11,10,6,1.1,8.1,5,0.2,1.5,0.36,0.141,0.4,0.3,1.5,0,0.571,0.406,15
Donald Sloan,IND,53,22,31,20.9,7.4,53,18.4,5.1,5.79,5.91,0.139,0.3,0.1,0.3,0.444,0,0.588,15
Kendall Marshall,MIL,27,12,15,15.3,4.4,31.5,14.4,2.4,4.6,4.41,0.139,0.3,0.7,0.2,0.25,0.389,0.4,15
Norris Cole,NOP,74,36,38,24.3,7.6,55.8,21.5,4.7,5.04,4.97,0.137,0.7,0,0.3,0.306,0,0.318,15
Marvin Williams,CHA,78,32,46,26.1,7.4,55.2,24.9,1.1,1.24,0.32,0.134,1.5,0.5,1.1,0.155,0.289,0.605,15
Elfrid Payton,ORL,82,25,57,30.3,8.9,67.1,23.1,6,5.34,5.58,0.133,0.8,0.1,2,0.353,0,0.549,15
Francisco Garcia,HOU,14,10,4,14.3,3.2,24.2,17.5,1,2.59,1.67,0.133,0.1,0,0.1,0,0,0,15
Spencer Dinwiddie,DET,34,12,22,13.4,4.3,32.5,11.3,3.2,5.99,5.65,0.131,0.1,0,0.1,0,0,0.8,15
Luke Ridnour,ORL,47,13,34,14.5,4,30.7,10.7,2.5,4.97,5.54,0.13,0.1,0,0.2,0,0,0.364,15
Samuel Dalembert,NYK,32,5,27,17,4,30.8,14.3,0.8,1.54,0.22,0.13,4.7,3.6,4.7,0.147,0.123,0.587,15
Shaun Livingston,GSW,78,64,14,18.8,5.9,45.3,19.7,3,3.96,3.41,0.13,0.8,2,1.8,0.317,0.506,0.738,15
Josh McRoberts,MIA,17,8,9,17.4,4.2,32.9,18.9,1.2,2.2,1.09,0.129,2,0.6,1.4,0.235,0.545,0.792,15
Nick Collison,OKC,66,38,28,16.7,4.1,32.2,17.5,0.9,1.63,0.46,0.129,2.3,0.2,2.8,0.146,0.333,0.69,15
Tyler Ennis,MIL,33,11,22,12.5,3.7,28.7,10.6,2.4,5.01,4.82,0.128,0.2,0,0.6,0.571,0,0.667,15
Kostas Papanikolaou,HOU,42,28,14,18.4,4,31.5,19.7,1.1,2.1,1.26,0.127,0.6,0.2,1.4,0.08,0.571,0.404,15
Nick Calathes,MEM,58,36,22,14.4,4.2,33.3,13.5,2.7,4.79,4.94,0.126,0.5,0,1.2,0.7,0,0.721,15
Darius Morris,BKN,38,14,24,7.9,2.2,17.5,5.5,1.7,5.88,6.29,0.125,0.1,0,0.3,1.667,0,0.2,15
Jose Calderon,NYK,41,7,34,30.1,9,73.7,37.8,4.6,3.72,3.44,0.123,0.4,0.1,0.4,0.333,0,0.5,15
Ricky Rubio,MIN,22,7,15,31.5,10.3,83.7,24,8.1,5.79,5.88,0.123,0.5,0,0.8,0.667,0,0.5,15
Elton Brand,ATL,36,25,11,13.5,2.7,21.9,13.7,0.5,1.41,0.37,0.122,2.8,0.4,2.3,0.303,0.125,0.434,15
Phil Pressey,BOS,50,22,28,12,3.5,29,11.1,2.4,4.94,4.99,0.122,0.3,0,0.3,0.143,0,0.357,15
Kyle Anderson,SAS,33,22,11,10.9,2.2,18.7,12.1,0.9,2.81,1.76,0.12,0.2,0.2,0.3,0,0.857,0.727,15
Cameron Bairstow,CHI,18,12,6,3.5,0.6,4.7,2.9,0.1,1.58,0.47,0.118,0.4,0.2,0.4,0,0,0.5,15
Matthew Dellavedova,CLE,66,43,23,20.7,4.8,42,19.9,3,4.23,4.08,0.115,0.3,0.1,0.5,0,0,0.133,15
Shabazz Napier,MIA,51,24,27,19.8,5.1,44.7,19.6,3.4,4.59,4.33,0.114,0.4,0,0.5,0.105,0,0.174,15
Shane Larkin,NYK,75,16,59,24.6,6.3,54.8,25.5,3.7,4.1,4,0.114,0.6,0,0.4,0.417,0.667,0.5,15
Andre Miller,SAC,81,44,37,15.5,4.4,38.9,14.3,3.5,5.42,5.12,0.113,0.2,1,1.1,0.235,0.413,0.688,15
Rajon Rondo,DAL,68,34,34,29.7,8.9,79.9,27.7,6,4.5,4.02,0.112,1.7,0.4,1.9,0.15,0.071,0.402,15
Furkan Aldemir,PHI,41,9,32,13.2,2.3,20.8,12.7,0.5,1.43,0.34,0.109,1.1,0.4,3.1,0.043,0,0.559,15
Malcolm Thomas,PHI,17,2,15,11.4,2.6,24.2,11.6,0.5,1.28,0.23,0.109,1.3,1.1,2.4,0.091,0.111,0.683,15
Mike Miller,CLE,51,31,20,13.2,2,18.5,12.3,0.5,1.56,0.5,0.109,0.2,0,0.1,0.2,0,0.286,15
Dante Exum,UTA,82,38,44,22.2,4.8,44.6,22.7,2.7,3.64,3.39,0.107,0.5,0,0.5,0.422,0,0.698,15
Ronnie Price,LAL,43,13,30,22.8,5.1,48,16.4,4,4.93,4.71,0.107,0.3,0,0.5,0.385,1,0.286,15
Joakim Noah,CHI,67,39,28,30.6,7.2,68.2,37.9,2.1,1.82,0.76,0.106,5.1,1,7.9,0.21,0.157,0.547,15
Steve Blake,POR,81,51,30,18.9,4.3,40.6,14.4,3.5,5.2,5.42,0.106,0.1,0,0.1,0.25,0,0.429,15
Lorenzo Brown,MIN,29,6,23,18.9,4.2,40,13.4,3.4,5.04,4.84,0.105,0.2,0,0.7,0.571,0,0.737,15
Pablo Prigioni,HOU,66,25,41,18.1,4.2,40.8,20.8,2.4,3.59,3.67,0.102,0.4,0,0.3,0.321,0,0.524,15
Nate Wolters,MIL,21,14,7,11.7,2,20.1,8.4,1.5,4.53,4.49,0.1,0.4,0,0.5,0,0,0.4,15
Gerald Wallace,BOS,32,15,17,8.9,1.1,11.3,6.1,0.3,1.86,0.83,0.097,0.3,0.6,1.2,0,0,0.744,15
Tim Frazier,POR,11,3,8,21.8,5.2,55.1,19,4.4,4.77,4.59,0.094,0.5,0.1,0.8,0,0,0.444,15
Brandon Rush,GSW,33,27,6,8.2,0.9,10.8,7.9,0.4,2,1.18,0.084,0.2,0,0.1,0,0,0.5,15
Larry Drew II,PHI,12,4,8,18.3,3.8,51.8,22,3.7,4.33,4.22,0.074,0.2,0.1,0.2,0,0,0,15
Brook Lopez,BKN,17,7,10,31.4,20.7,40.2,29.8,1.3,1.99,0.65,0.515,4.9,10.9,8.3,0.398,0.661,1.014,14
Klay Thompson,GSW,80,50,30,35.3,18.3,38.1,28.4,1.6,2.45,1.72,0.479,1.7,2.4,1.2,0.602,0.574,0.804,14
Kevin Durant,OKC,81,58,23,38.5,32,68.8,44.7,3.9,3.43,2.42,0.465,3,3.7,2.5,0.555,0.675,1.029,14
Anthony Morrow,NOP,76,32,44,18.8,8.4,18.9,15.7,0.7,2.11,1.22,0.442,1.1,0.3,0.6,0.688,0.52,1.024,14
Nikola Pekovic,MIN,54,27,27,30.8,17.5,39.6,27.4,1.1,1.69,0.49,0.442,6.9,8,13.3,0.424,0.705,0.974,14
Nick Young,LAL,64,21,43,28.3,17.9,40.5,30.7,2,3.01,2.35,0.441,1.3,0.6,1,0.671,0.583,0.969,14
Al Jefferson,CHA,72,37,35,35,21.8,49.7,38.6,1.9,2.34,0.59,0.439,5.2,19.8,7.5,0.493,0.57,0.907,14
Gerald Green,PHX,82,48,34,28.4,15.8,37.7,27.3,1.7,2.73,1.65,0.419,0.9,0.9,1,0.539,0.653,0.725,14
Brandan Wright,DAL,58,36,22,18.6,9.1,21.6,13.6,0.5,1.34,0.4,0.418,3.6,0.4,5.4,0.607,0.348,1.029,14
Shabazz Muhammad,MIN,37,21,16,7.8,3.9,9.4,7.7,0.3,2.2,1.48,0.411,0.2,1.3,1.4,0.222,0.854,0.736,14
Kevin Martin,MIN,68,32,36,32,19.1,46.8,36,2,2.57,1.59,0.408,1.5,1,1.5,0.687,0.768,0.99,14
CJ Miles,CLE,51,21,30,19.3,9.9,24.5,19,0.8,1.95,1.12,0.403,0.8,0.1,0.4,0.65,0.5,0.909,14
Chris Copeland,IND,41,25,16,6.5,3.7,9.3,6.5,0.3,1.88,0.66,0.402,0.3,0.2,0.3,0,0.5,0.667,14
Amar'e Stoudemire,NYK,65,26,39,22.6,11.9,29.8,19.3,1,1.99,0.54,0.399,2.9,5.2,3.8,0.594,0.639,0.826,14
Carmelo Anthony,NYK,77,35,42,38.7,27.4,69.8,43,4.1,3.51,2.35,0.393,4.5,8.1,3.4,0.632,0.554,0.856,14
Anthony Davis,NOP,67,29,38,35.2,20.8,53.8,33.7,1.7,1.9,0.51,0.387,8.1,4.2,7.8,0.434,0.668,1.006,14
JJ Redick,LAC,35,24,11,28.2,15.2,39.4,33.7,1.2,1.82,1.13,0.386,1.3,0.1,0.7,0.727,0,0.538,14
Ryan Anderson,NOP,22,12,10,36.1,19.8,52.3,31.7,1.4,1.56,0.52,0.379,2.8,3,5.5,0.274,0.701,0.617,14
Marreese Speights,GSW,78,47,31,12.4,6.5,17.2,10.5,0.5,1.66,0.51,0.377,1.1,1,2.6,0.523,0.568,0.863,14
Terrence Ross,TOR,80,46,34,26.7,10.9,29.1,22.1,1.1,2.29,1.56,0.375,0.4,0,0.9,0.448,0,0.803,14
Eric Gordon,NOP,64,26,38,32.1,15.4,41.3,31,2.2,3.19,2.56,0.374,1.5,0.6,0.9,0.527,0.488,0.5,14
DeMar DeRozan,TOR,78,44,34,38.2,22.7,61.6,48,3.4,3.33,2.57,0.369,2.1,2.3,1.3,0.369,0.446,0.745,14
Tim Hardaway Jr.,NYK,81,37,44,23.2,10.2,27.7,17.7,0.9,2.05,1.13,0.368,0.4,0.1,0.5,0.313,0.571,0.842,14
Jamal Crawford,LAC,69,47,22,30.4,18.6,50.7,33.2,2.9,3.39,2.76,0.367,1.3,0.2,0.8,0.341,0.071,0.862,14
Ricky Ledo,DAL,11,5,6,3,1.7,4.7,3.7,0.2,2.28,1.81,0.365,0.1,0,0,0,0,0,14
Jodie Meeks,LAL,77,25,52,33.2,15.7,43.4,31.8,1.7,2.29,1.84,0.362,0.8,0,1.1,0.813,0,0.872,14
Rudy Gay,SAC,72,26,46,34.7,20,55.9,39.9,3.2,3.4,2.29,0.357,1.9,4.2,3.4,0.46,0.602,0.93,14
DeMarcus Cousins,SAC,70,28,42,32.5,22.7,63.9,40.9,2.4,2.25,0.89,0.355,4.5,10.5,7.5,0.519,0.531,0.883,14
Rodney Stuckey,DET,73,27,46,26.7,13.9,39.2,25.2,2.5,3.84,3.21,0.353,1.6,2,1.6,0.621,0.648,0.781,14
James Harden,HOU,73,48,25,38,25.4,72.1,39.9,5.2,4.36,3.66,0.352,1.3,1.9,1.5,0.424,0.394,0.604,14
LeBron James,MIA,77,52,25,37.7,27.1,77,45.2,5.5,4.25,3.38,0.352,3.3,5,4.6,0.435,0.442,1.054,14
Andre Drummond,DET,81,29,52,32.3,13.5,38.8,18,0.9,1.4,0.38,0.349,1.7,1.6,11.6,0.422,0.511,0.949,14
Dirk Nowitzki,DAL,80,48,32,32.9,21.7,62.4,41.8,1.9,1.83,0.49,0.348,2.8,10,1.2,0.489,0.659,0.978,14
Marcus Thornton,BKN,71,33,38,24.1,9.6,27.7,18.6,1.2,2.68,2.13,0.347,1.1,0.2,1.3,0.56,1,0.695,14
Wesley Matthews,POR,82,54,28,33.9,16.4,47.3,33.9,1.6,2.04,1.18,0.346,0.7,3.3,1.6,0.557,0.556,0.722,14
David Lee,GSW,68,41,27,33.1,18.3,53.3,31.4,1.6,1.85,0.8,0.344,3.9,6,7.2,0.664,0.691,0.908,14
Jermaine O'Neal,GSW,43,26,17,20.1,7.9,23.3,12.3,0.8,1.98,0.67,0.34,1.4,4,4.1,0.8,0.602,0.824,14
Markieff Morris,PHX,81,47,34,26.6,13.8,40.5,26.8,1.2,1.79,0.55,0.34,3,6.2,4.3,0.543,0.711,0.751,14
Joe Johnson,BKN,78,42,36,32.6,15.6,46.1,33.7,2.5,3.21,2.66,0.338,1.1,4.7,1.6,0.341,0.411,0.488,14
Jeremy Tyler,NYK,41,20,21,9.7,3.6,10.6,6.7,0.3,1.78,0.52,0.337,1,1.1,2,0.4,0.761,0.817,14
LaMarcus Aldridge,POR,69,46,23,36.2,23.2,69,44.7,2.2,1.93,0.68,0.337,5.7,14,5.5,0.375,0.516,0.916,14
Jeremy Lamb,OKC,78,57,21,19.7,8.5,25.5,18.7,1.2,2.87,2.14,0.335,0.6,0.1,0.9,0.68,0,0.886,14
Dion Waiters,CLE,70,28,42,29.6,15.9,47.7,35.5,3,3.77,3.24,0.334,0.5,0.6,0.9,0.5,0.659,0.569,14
Greg Smith,HOU,11,7,4,9.1,3.5,10.4,4.5,0.2,1.28,0.26,0.333,0.8,0.7,2.5,1.333,0.25,1.111,14
Jeff Green,BOS,82,25,57,34.2,16.9,50.7,37,2.2,2.59,1.49,0.333,0.9,3.1,1.9,0.527,0.561,0.929,14
Andrew Bynum,IND,26,11,15,19.8,8.7,26.1,18.6,1,2.3,0.72,0.332,3.5,8.8,5.2,0.304,0.496,0.696,14
Chris Andersen,MIA,72,49,23,19.4,6.6,20,9.4,0.4,1.33,0.19,0.331,1.2,0.1,5.2,0.667,0.375,0.927,14
Kenneth Faried,DEN,80,36,44,27.2,13.7,41.3,22,1.2,1.72,0.64,0.331,4.2,3.2,8.9,0.46,0.654,0.839,14
MarShon Brooks,LAL,35,13,22,9,4.5,13.7,8.4,0.8,3.63,2.83,0.331,0.1,0.2,0.6,0.4,1,0.7,14
Robin Lopez,POR,82,54,28,31.8,11.1,33.8,21.2,0.8,1.35,0.41,0.328,4.5,1.8,8.4,0.571,0.442,0.793,14
Chase Budinger,MIN,41,21,20,18.3,6.7,20.5,15.9,0.5,1.56,0.67,0.327,1,0,0.9,0.405,0,0.811,14
Chris Bosh,MIA,79,53,26,32,16.2,49.5,32.3,1.3,1.52,0.48,0.327,4.2,1.2,4.7,0.486,0.729,1.033,14
James Jones,MIA,20,15,5,11.8,4.9,14.9,10,0.4,1.44,0.29,0.326,0.3,0,0.3,0,0,0.333,14
Greg Oden,MIA,23,16,7,9.2,2.9,9,4.6,0.2,1.36,0.31,0.322,0.3,0.7,2.8,0.286,0.313,0.828,14
Rasual Butler,IND,50,30,20,7.6,2.7,8.5,6.6,0.3,2,0.73,0.321,0.1,0.2,0.2,0.4,0.75,0.833,14
Avery Bradley,BOS,60,19,41,30.9,14.9,46.4,29.4,2.3,2.92,2.7,0.32,1,0,1.9,0.596,0,0.69,14
James Anderson,PHI,80,19,61,28.9,10.1,31.7,25.2,1.1,2.12,1.31,0.32,0.8,0,1.7,0.475,0,0.782,14
Tobias Harris,ORL,61,16,45,30.3,14.6,45.9,25,1.7,2.18,1.04,0.319,1.4,2.4,3.3,0.701,0.725,1,14
Dwyane Wade,MIA,54,36,18,32.9,19,59.8,39,3.7,3.74,3.09,0.318,1.4,3.2,4,0.827,0.638,0.894,14
Paul George,IND,80,54,26,36.2,21.7,68.3,44.4,3.8,3.35,2.51,0.318,2.4,2.4,2.4,0.598,0.255,0.816,14
Chris Douglas-Roberts,CHA,48,26,22,20.7,6.9,21.7,17.3,0.9,2.42,1.3,0.315,0.2,0,0.4,0.4,0,1.19,14
Corey Brewer,MIN,81,40,41,32.2,12.3,39.1,29.3,1.2,1.84,0.96,0.315,1.3,0.2,2,0.741,0.632,0.924,14
Michael Beasley,MIA,55,36,19,15.1,7.9,25.2,15.2,0.8,1.9,0.83,0.315,2.1,0.8,1.7,0.525,0.578,0.969,14
Bismack Biyombo,CHA,76,41,35,14,2.9,9.4,5.2,0.3,1.64,0.48,0.312,0.4,0.2,3,0.647,0.235,0.728,14
DeJuan Blair,DAL,78,46,32,15.6,6.4,20.4,12.1,0.5,1.44,0.4,0.312,4.1,0.7,4.8,0.5,0.453,0.794,14
Wilson Chandler,DEN,62,27,35,31.1,13.6,43.7,29.1,1.7,2.33,1.26,0.312,1.4,1,1.7,0.253,0.438,0.593,14
Kawhi Leonard,SAS,66,54,12,29.1,12.8,41.1,28.3,1.7,2.49,1.61,0.311,0.8,1.3,2.7,0.648,0.742,0.715,14
Mike Scott,ATL,79,36,43,18.4,9.5,30.6,20.2,0.7,1.38,0.44,0.311,2.3,1.7,3.7,0.596,0.47,1.041,14
Ben McLemore,SAC,81,28,53,26.8,8.8,28.5,19.8,0.9,1.95,1.17,0.31,1.3,0.2,1.2,0.358,0.615,0.66,14
Serge Ibaka,OKC,81,59,22,32.9,15.1,48.9,28.3,1.3,1.56,0.3,0.31,3.6,1.6,6.6,0.634,0.591,0.889,14
Zach Randolph,MEM,79,49,30,34.2,17.4,56.1,39,2,2.15,0.81,0.31,3.6,17.3,9.5,0.153,0.516,0.741,14
Arron Afflalo,ORL,73,21,52,35,18.2,59.2,43.3,2.6,2.67,1.88,0.308,1.3,3.9,1,0.537,0.519,0.671,14
Dwight Howard,HOU,71,48,23,33.8,18.3,59.2,33.8,2,2.02,0.73,0.308,2.6,14.5,9.9,0.283,0.461,0.908,14
Blake Griffin,LAC,80,56,24,35.8,24.1,78.7,51,2.7,2.08,0.93,0.307,9.1,10.9,9,0.354,0.552,0.755,14
Luol Deng,CLE,63,29,34,35.1,16,52.3,42.6,1.9,2.21,1.27,0.307,1.3,2.9,2.8,0.55,0.55,0.937,14
Danny Granger,LAC,41,31,10,20.7,8.2,26.9,22.2,1,2.24,1.09,0.306,0.6,2.2,1.4,0.154,0.356,0.831,14
Enes Kanter,UTA,80,23,57,26.7,12.3,40.3,26.1,1.3,1.96,0.58,0.306,3.6,6.8,6.1,0.415,0.47,0.876,14
Tony Allen,MEM,55,31,24,23.2,9,29.4,20.6,1.1,2.28,1.43,0.306,1.1,0.2,2.8,0.683,0.182,0.842,14
Cartier Martin,ATL,59,27,32,14.7,5.6,18.4,13.6,0.6,1.94,1.14,0.304,0.2,0,0.7,0.769,0,1.07,14
Gary Neal,CHA,51,19,32,21.3,10.6,34.8,27.8,1.6,2.83,1.89,0.304,0.6,0,0.2,0.333,3,0.083,14
Randy Foye,DEN,81,36,45,30.7,13.2,43.5,27,2.6,3.65,3.16,0.303,0.7,0.2,0.7,0.293,0.5,0.463,14
Harrison Barnes,GSW,77,47,30,28.1,9.4,31.3,19.9,1.5,2.85,1.85,0.302,0.8,2.3,1.3,0.689,0.508,0.735,14
Kevin Love,MIN,77,39,38,36.3,26.1,86.5,51.1,2.8,1.92,0.43,0.302,8,8.8,8.6,0.299,0.532,0.929,14
Marcus Morris,PHX,82,48,34,22,9.7,32.3,21.3,1.1,2.12,0.86,0.301,1.5,1.7,1.9,0.353,0.587,0.86,14
Mason Plumlee,BKN,69,36,33,18.4,7.5,24.9,15.8,0.7,1.77,0.51,0.301,3.6,0.9,5.7,0.272,0.169,0.885,14
Taj Gibson,CHI,82,48,34,28.7,13,43.4,27.6,1.2,1.68,0.53,0.301,3.2,6.8,6.5,0.417,0.495,0.828,14
Andrea Bargnani,NYK,42,15,27,29.9,13.3,44.4,29,1.2,1.63,0.46,0.3,3.6,2.3,3.5,0.719,0.411,0.877,14
Stephen Curry,GSW,77,49,28,36.4,23.9,79.6,24.8,7.4,5.57,5.6,0.3,0.8,0,0.6,0.597,0,0.558,14
Terrence Jones,HOU,76,51,25,27.3,12.1,40.7,22.5,1.3,1.93,1.02,0.298,1.8,1.1,5.6,0.414,0.588,0.939,14
CJ McCollum,POR,38,21,17,12.5,5.3,17.8,11.4,1,3.21,2.76,0.297,0.3,0,0.3,0.636,0,0.833,14
Xavier Henry,LAL,43,16,27,21.1,10,33.9,20.2,1.8,3.24,2.45,0.297,0.9,0.1,1.2,1.026,0,0.64,14
Greg Monroe,DET,82,29,53,32.8,15.2,51.5,32.2,1.8,2.08,0.59,0.296,5.4,7.8,7.2,0.365,0.509,0.814,14
Al Horford,ATL,29,16,13,33,18.6,63,40.6,1.8,1.75,0.49,0.295,6.7,7.1,7.7,0.436,0.51,0.869,14
Bradley Beal,WAS,72,40,32,34.6,17.1,57.9,47.6,2.4,2.54,2.01,0.295,1.5,0.3,1.3,0.458,0.381,0.778,14
Ray Allen,MIA,73,47,26,26.5,9.6,32.5,22.7,1.2,2.13,1.47,0.295,1,0.2,0.8,0.486,0.364,0.61,14
Marco Belinelli,SAS,80,61,19,25.2,11.4,38.7,28.6,1.5,2.37,1.7,0.294,0.9,0.1,1.6,0.514,1,0.929,14
Russell Westbrook,OKC,46,34,12,30.7,21.8,74.4,23.5,7,5.62,5.56,0.293,0.8,1.5,2.2,0.895,0.358,0.76,14
Tyler Zeller,CLE,70,27,43,15,5.7,19.5,11.1,0.5,1.42,0.3,0.293,1.7,0.6,3.3,0.513,0.614,0.803,14
